Id,SalePrice
1461,123772.8046029314
1462,156184.04857378034
1463,172364.85981274836
1464,182931.68022302224
1465,185147.41265682512
1466,183986.36533977333
1467,170173.7653519123
1468,178267.83382854454
1469,190383.08752895132
1470,112791.52041275919
1471,186296.98029970506
1472,93898.25650757154
1473,99898.84547406813
1474,172569.74668717495
1475,132370.0607798841
1476,437535.81880702236
1477,268700.9683609974
1478,322802.7950046618
1479,320035.6831965898
1480,459387.45240649243
1481,405034.8059911533
1482,221500.59532612725
1483,181286.46596929015
1484,169018.15684964226
1485,166943.4525517832
1486,169899.1288730362
1487,432112.87078521174
1488,269188.6156184508
1489,210670.78378435833
1490,212972.2426368771
1491,182533.5438337347
1492,97165.14285200964
1493,181721.71434081657
1494,293781.24146118376
1495,314271.9595840338
1496,217701.14061694368
1497,241113.93653422286
1498,152041.4183790783
1499,151774.60877595644
1500,157211.03786347495
1501,174806.7196097762
1502,144433.13185707096
1503,270698.8168571127
1504,237341.91730848132
1505,211345.6678025591
1506,214446.56852546876
1507,315733.4813003151
1508,156150.83346209765
1509,167406.88430295317
1510,150820.11334908358
1511,153131.07001000925
1512,197014.04293895897
1513,158628.0124205649
1514,169063.62231176454
1515,229181.92953282708
1516,141757.55686383724
1517,156124.75649897096
1518,146092.95020419324
1519,228637.8587138435
1520,146592.5874684718
1521,151373.60860691
1522,151067.9013010302
1523,135138.24709705566
1524,128579.4861547132
1525,130248.7810094012
1526,132368.8205975753
1527,104073.08611708382
1528,134327.20100174102
1529,146453.9189923788
1530,183572.77637358854
1531,118824.55766065592
1532,100652.55443844189
1533,156485.4649435421
1534,144664.4069235815
1535,150659.13579199297
1536,121199.21803727571
1537,75990.0239684708
1538,156062.35923486933
1539,243555.40581582903
1540,99730.29428455737
1541,130938.6395189527
1542,149223.648437156
1543,175366.06668202727
1544,93495.91675229081
1545,97687.09866432635
1546,140128.06381427732
1547,139829.24614713973
1548,136848.31176176548
1549,92442.26354295696
1550,125616.77582234997
1551,135360.6988817967
1552,139072.0154436906
1553,114765.85278020985
1554,140259.6556775777
1555,117857.29592963483
1556,82626.29630511341
1557,120093.1458245538
1558,96875.20526888469
1559,120716.66404762492
1560,136919.45183779215
1561,146745.6505796833
1562,139851.8203052721
1563,124652.94589351927
1564,158513.09438238954
1565,126061.1634381234
1566,261185.52037190052
1567,74590.92791741272
1568,216078.70997961558
1569,117417.09274577354
1570,144196.46531098135
1571,130282.15232725255
1572,153682.30737867043
1573,227631.31823168334
1574,150309.75466141023
1575,197046.55275612252
1576,226970.22532476767
1577,207931.50980895077
1578,125179.89083619276
1579,148733.3314742745
1580,186486.25957444575
1581,143581.55262774765
1582,127626.65219345252
1583,353029.0767901748
1584,257511.0495317307
1585,141190.53083834017
1586,75606.62776128102
1587,114912.17062504718
1588,145942.0171770999
1589,101432.77111628623
1590,141580.19185959751
1591,93493.52159103793
1592,125625.32455994423
1593,94883.41567870554
1594,162087.15897412907
1595,127097.53929849877
1596,234800.34354036162
1597,195029.45184971916
1598,151820.99727452995
1599,155983.7212627467
1600,163104.87174748903
1601,75737.65160214987
1602,120486.77116903107
1603,68082.73517203562
1604,307700.88675548835
1605,249247.46393160915
1606,174882.79674743675
1607,169766.85774957816
1608,202481.87656665972
1609,195629.9119122111
1610,172805.22866981884
1611,160573.76379266995
1612,194077.46755534565
1613,187753.57323801293
1614,125402.33788741354
1615,94460.7123192551
1616,94460.7123192551
1617,98848.2406517834
1618,137554.21217148693
1619,133446.20767750585
1620,146274.42390402092
1621,149248.36451320717
1622,149338.07655598415
1623,271148.32140829
1624,189464.88636869198
1625,130819.41161057826
1626,164318.40197045245
1627,184648.9670562727
1628,272758.93007876223
1629,160845.60749459112
1630,276229.6039375459
1631,222236.4683861515
1632,249047.70464300702
1633,167853.68483068046
1634,176361.5280641678
1635,179393.38566052713
1636,178334.12796320237
1637,214771.65959682394
1638,202009.0523279087
1639,186316.2161426722
1640,278806.7501104391
1641,193598.01638822697
1642,238158.4826884222
1643,242410.8169487303
1644,238289.2840538387
1645,188848.50037727656
1646,158120.48911152885
1647,147355.67590324586
1648,151794.16294816125
1649,129039.29084598193
1650,116567.31225414999
1651,131059.0129392307
1652,96212.91004782233
1653,96317.14216400484
1654,161467.48910303143
1655,127441.51948246185
1656,174812.79863317346
1657,165337.90638123182
1658,176157.3689684816
1659,131753.5434332814
1660,150575.39508502727
1661,499332.796803033
1662,418692.8106864628
1663,410841.642506261
1664,505652.91732133634
1665,330511.92917586386
1666,286957.7299970336
1667,410699.3718212482
1668,300578.63336052484
1669,296544.08363397885
1670,343580.3076531824
1671,245340.36897165398
1672,452510.1208169565
1673,328255.29912699206
1674,271477.4336051083
1675,202439.8973422108
1676,195101.9610964818
1677,208940.2419109925
1678,456149.2322607646
1679,406656.3017582295
1680,323590.0362265757
1681,289592.2843036716
1682,269660.06476956554
1683,195802.75285445983
1684,179031.58613953547
1685,174276.80083299772
1686,168658.04246186407
1687,158918.1204104193
1688,169645.86778828598
1689,170564.48904846862
1690,175270.31230063507
1691,170249.0318742279
1692,244608.24959319795
1693,166943.4525517832
1694,177900.10320666383
1695,166218.03110449878
1696,290615.898593419
1697,167766.5146882845
1698,410966.15302324854
1699,371304.44116084307
1700,244533.57357753513
1701,262545.2808695764
1702,274654.62920761056
1703,271847.6138237249
1704,270056.6106960448
1705,275461.95948951907
1706,460943.8906710794
1707,226057.49848069204
1708,231087.0815016398
1709,278566.74169904407
1710,247856.41486499747
1711,252677.7513955123
1712,253306.1451444539
1713,235697.23675915887
1714,229861.66304253688
1715,193875.53913108318
1716,182041.45120906472
1717,155653.8659032472
1718,133849.88228550064
1719,196514.73820447887
1720,253589.6830081838
1721,153514.57982168536
1722,119727.1784389709
1723,191584.42183695815
1724,226275.1694099678
1725,234748.0854766625
1726,206141.15280678656
